manufacturer,model,canonical_id,official_product_url,existing_primary_family,existing_design_subtype,proposed_primary_category,secondary_categories,fin_configuration,wave_power,wave_types,ability_range,paddle_profile,performance_profile,recommendation_lanes,excluded_lanes,source_summary,manufacturer_evidence,rocker_notes,rail_notes,tail_notes,key_trade_offs,source_confidence,classification_confidence,classification_status,changed_from_current,change_reason,review_decision,review_notes
Sharp Eye,Inferno FT,8029,https://www.sharpeyesurfboards.com.au/products/inferno-ft,High Performance Shortboard,Competition HPSB,performance_shortboard,,Thruster,moderate,,Advanced | Expert,low_moderate,very_high,performance_shortboard | good_wave | competition,alternative | beginner | big_wave | daily_driver | everyday | fish | flow | forgiving_shortboard | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy performance_shortboard.,"Overview INFERNO FT Model The Inferno FT from SHARPEYE Surfboards delivers you the world's fastest surfboard with Unparalleled Acceleration, Speed and Flow. Filipe Toledo Pro Model. An evolution of the Inferno 72, the Inferno FT was a pivotal model featured in Filipe Toledo's 2022 world title campaign. The Inferno FT features a Quad fin design with a medium single concave that runs into a deep double concave between the fins that flows into a flat exit through the tail. This bottom contour, combined with the same proven rocker from the Inferno 72, allows electric performance in a vast range of wave types and sizes. Looking for Unparalleled Acceleration, Speed and Flow, choose the Inferno FT. Model Outline Pro model. Performance shortboard outline delivering Unparalleled Acceleration, Speed and Flow. Bottom Contours Medium Single to Deep Double Concave to Flat Exit. Fin Setup Quad. Recommended fins: FCS: H4 Fins","This bottom contour, combined with the same proven rocker from the Inferno 72, allows electric performance in a vast range of wave types and sizes.",,Swallow,,medium,high,proposed_for_owner_review,False,current primaryFamily=High Performance Shortboard; \bhigh performance shortboard\b; \bperformance shortboard\b; \bhpsb\b,,
Sharp Eye,Maguro,8030,https://www.sharpeyesurfboards.com.au/products/maguro,Step Up,Reef Step Up,step_up,,Thruster,weak,,Advanced | Expert,moderate,high_powerful_wave,step_up | powerful_wave | hollow_wave,alternative | beginner | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | small_wave | small_wave_shortboard | softboard | traditional_fish | twin_pin | weak_wave,Curated good-wave step-up classification.,"Overview MAGURO Model The Maguro twin fin from SHARPEYE Surfboards delivers the world's fastest surfboard with Traditional Performance. This model has been developed as a hybrid of the classic San Diego fish and a modern twin, offering traditional yet contemporary performance in small conditions. Featuring a classic swallow (split tail), 5"" deep and 10"" wide, integrated with a modern soft rail and a classic vee bottom contour through to the tail, the Maguro can make sharp directional changes while maintaining exceptional speed, drive and hold. Combined with flat entry and exit rockers that provide an instant burst of speed from take-off, this infusion of design elements essentially juxtaposes traditional and modern design features to enable a traditional yet progressive blend of performance surfing. The Maguro has been designed to run a classic twin keel fin set-up. However, this model is also available in a quad-fin configuration if desired. This board should be ridden 3 to 4 inches smaller than your height. Model Outline Alternate Range. Alternate outline delivering Traditional Performance. Bottom Contours Vee. Fin Setup Twin. Recommended fins: FCS: EN Twin Fins or K2 Fiberglass Keel Fins Futures: Power Twin Fins or Modern Keel Twin Fins",flat entry and exit rocker,soft rail,Swallow,,medium,high,proposed_for_owner_review,False,current primaryFamily=Step Up; \bstep[ -]?up\b,,
Sharp Eye,Modern 2,8031,https://www.sharpeyesurfboards.com.au/products/modern-2,Hybrid Shortboard,All Round Daily Driver,hybrid_shortboard,daily_driver,Thruster | Five Fin,moderate,,Progressing | Intermediate | Advanced,moderate_high,moderate,hybrid_shortboard | daily_driver | forgiving_shortboard,alternative | beginner | big_wave | competition | everyday | fish | flow | good_wave | groveller | gun | hollow_wave | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy hybrid.,"Overview MODERN 2 Model The Modern 2 from SHARPEYE Surfboards delivers the world's fastest surfboard with Alternate Performance in Everyday Conditions. The Modern 2 can be configured as a performance two plus one or thruster that features a flat entry rocker that seamlessly flows into a flattened exit combined with a forgiving, catch-resistant boxy rail. A Vee bottom contour through to the tail allows the Modern 2 to make tight directional changes with release while maintaining an exceptional amount of speed and drive. The Modern 2 combines pure fun with Alternate Performance, the perfect addition to any summer quiver. Model Outline Alternate Range. Alternate performance outline delivering Alternate Performance in everyday conditions. Bottom Contours Vee . Fin Setup 2+1 / Thruster / Quad. Recommended fins: FCS: MR Twin + Stabilizer Fins or SharpEye PC Fins Futures: T1 Twin + 1 Fins or SE Fins",flat entry rocker,boxy rail,Swallow,,medium,high,proposed_for_owner_review,False,current primaryFamily=Hybrid Shortboard; \bhybrid shortboard\b,,
Sharp Eye,Modern 2.5,8032,https://www.sharpeyesurfboards.com.au/products/modern-2-5,Performance Fish,Performance Fish,performance_fish,,Twin | Quad,moderate,,Intermediate | Advanced | Expert,moderate_high,moderate_high,fish | performance_fish | small_wave | daily_driver,alternative | beginner | big_wave | competition | everyday | flow | forgiving_shortboard | good_wave | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Curated modern alternative-shape classification.,"Overview MODERN 2.5 Model The Modern 2.5 from SHARPEYE Surfboards delivers the world's fastest surfboard with Everyday Alternate Performance in everyday conditions. The Modern 2.5 was designed to be ridden as a two plus one, thruster or quad and features a flat entry rocker that seamlessly flows into a flattened exit. The flat bottom curve is combined with a forgiving, catch-resistant boxy rail and a double concave bonzer that delivers exceptional speed and drive, the perfect combination for everyday conditions, making the Modern 2.5 the perfect addition to any summer quiver. The Modern 2.5 combines pure fun with Everyday Alternate Performance. Model Outline Alternate Range. Alternate performance outline delivering Everyday Alternate Performance in everyday conditions. Bottom Contours Double Concave Bonzer . Fin Setup 2+1 / Thruster / Quad. Recommended fins: FCS: MR Twin + Stabilizer Fins or SharpEye PC Fins Futures: T1 Twin + 1 Fins or SharpEye Fins",flat entry rocker,boxy rail,Round,,medium,high,proposed_for_owner_review,False,current primaryFamily=Performance Fish; \bperformance fish\b,,
Sharp Eye,Okay,8033,https://www.sharpeyesurfboards.com.au/products/okay,High Performance Shortboard,Competition HPSB,performance_shortboard,,Thruster,moderate,,Advanced | Expert,low_moderate,very_high,performance_shortboard | good_wave | competition,alternative | beginner | big_wave | daily_driver | everyday | fish | flow | forgiving_shortboard | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy performance_shortboard.,"Overview OKAY Model The OKAY from SHARPEYE Surfboards delivers the world's fastest surfboard for Peak Performance. A team favourite, the OKAY model features a full entry and exit rocker combined with a reliable, controlled medium rail that offers the perfect balance of forgiveness and bite. A speed-generating deep single concave with the deepest point positioned between the fins provides an abundance of drive and grip through high-speed manoeuvres. The OKAY model maintains control & speed in a wide variety of conditions but is recommended for intermediate to expert surfers only. Looking for peak performance and an excellent companion to your Storms or Inferno 72? Choose the OKAY. Model Outline Performance Range. Performance shortboard outline delivering Peak Performance. Bottom Contours Deep Single Concave. Fin Setup Thruster. Recommended fins: FCS: Filipe Toledo PC Fins or SharpEye PC Fins Futures: SharpEye Fins or F8 Fins",full entry and exit rocker,medium rail,Squash,,medium,high,proposed_for_owner_review,False,current primaryFamily=High Performance Shortboard; \bhigh performance shortboard\b; \bperformance shortboard\b; \bhpsb\b,,
Sharp Eye,Radar,8034,https://www.sharpeyesurfboards.com.au/products/radar,Hybrid Shortboard,All Round Daily Driver,hybrid_shortboard,daily_driver,Thruster | Five Fin,weak,,Progressing | Intermediate | Advanced,moderate_high,moderate,hybrid_shortboard | daily_driver | forgiving_shortboard,alternative | beginner | big_wave | competition | everyday | fish | flow | good_wave | groveller | gun | hollow_wave | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy hybrid.,"Overview RADAR Model The Radar from SHARPEYE Surfboards is your ultimate summer weapon in small wave conditions. Designed for performance in 1-2ft surf, the Radar features a flat entry rocker, full nose outline, and an medium tail rocker. Full rails and a domed deck combined with a single to double concave, to vee through the tail provides smooth rail-to-rail transitions, delivering flow and control in weaker surf. Recommended with a 5-fin setup, the Radar allows you to fine-tune your ride. Surf it as a 2+1 for added looseness in smaller waves, Thruster for control, or a Quad for maximum speed and drive. Looking for small wave performance. Choose the Radar. Model Outline Alternate Range. Alternate performance outline delivering Alternate Performance in small conditions . Bottom Contours Single to Double Concave to Vee through tail. Fin Setup 2+1 / Thruster / Quad. Recommended fins: FCS: MR Twin + Stabilizer Fins or SE PC Fins Futures: T1 Twin + 1 Fins or SE Fins",flat entry rocker,Full rails,Swallow,,medium,high,proposed_for_owner_review,False,current primaryFamily=Hybrid Shortboard; \bhybrid shortboard\b,,
Sharp Eye,SB-1,8035,https://www.sharpeyesurfboards.com.au/products/sb-1,High Performance Shortboard,Competition HPSB,performance_shortboard,,Thruster,moderate,,Advanced | Expert,low_moderate,very_high,performance_shortboard | good_wave | competition,alternative | beginner | big_wave | daily_driver | everyday | fish | flow | forgiving_shortboard | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy performance_shortboard.,"Overview SB-1 Model The SB-1 from SHARPEYE Surfboards delivers the world's fastest surfboard with Progressive Performance. The SB-1 was developed to offer Progressive Performance in everyday conditions. Featuring a performance outline combined with a boxy rail, the SB-1 model delivers the perfect balance of forgiving performance in everyday conditions with the ability to make high-speed directional changes. The bottom contour features a medium single concave that flows into a deep double between the fins. These concaves combine with a smooth medium entry rocker that blends seamlessly into a full exit rocker, providing an instantaneous burst of speed from take-off and allowing effortless manoeuvrability and release. A proven combination that allows for Progressive Performance in everyday conditions. Choose the SB-1 as an alternative to the Inferno 72. Model Outline Performance Range. Performance shortboard outline delivering Progressive Performance. Bottom Contours Medium Single to Deep Double Concave. Fin Setup Thruster. Recommended fins: FCS: Filipe Toledo PC Fins or SharpEye PC Fins Futures: SharpEye Fins or F8 Fins",smooth medium entry rocker / full exit rocker,boxy rail,Squash,,medium,high,proposed_for_owner_review,False,current primaryFamily=High Performance Shortboard; \bhigh performance shortboard\b; \bperformance shortboard\b; \bhpsb\b,,
Sharp Eye,Storms,8036,https://www.sharpeyesurfboards.com.au/products/storms,High Performance Shortboard,Competition HPSB,performance_shortboard,,Thruster,moderate,,Advanced | Expert,low_moderate,very_high,performance_shortboard | good_wave | competition,alternative | beginner | big_wave | daily_driver | everyday | fish | flow | forgiving_shortboard | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy performance_shortboard.,"Overview STORMS Model The Storms from SHARPEYE Surfboards delivers the world's fastest surfboard with Increased Everyday Performance in small to medium conditions. The Storms was developed to offer Increased Everyday Performance in small to medium conditions. Featuring a performance outline with a bump squash combined with a medium rail, the Storms model delivers the perfect balance of predictable and controlled performance with the ability to make blistering directional changes. The bottom contour features a medium single concave that flows into a deep double between the fins. These concaves, combine with a medium entry rocker that blends seamlessly into a medium exit rocker, providing an instant burst of speed from take-off, and adding extra manoeuvrability and drive. A supreme combination for everyday conditions. Choose the Storms as the ideal alternative to the Inferno 72. Model Outline Performance Range. Performance shortboard outline delivering Increased Everyday Performance. Bottom Contours Medium Single to Deep Double Concave. Fin Setup Thruster. Recommended fins: FCS: Filipe Toledo PC Fins or SharpEye PC Fins Futures: SharpEye Fins or F8 Fins",medium entry rocker / medium exit rocker,medium rail,Squash,,medium,high,proposed_for_owner_review,False,current primaryFamily=High Performance Shortboard; \bhigh performance shortboard\b; \bperformance shortboard\b; \bhpsb\b,,
Sharp Eye,Synergy,8037,https://www.sharpeyesurfboards.com.au/products/synergy-yth,High Performance Shortboard,Competition HPSB,performance_shortboard,,Thruster,moderate,,Advanced | Expert,low_moderate,very_high,performance_shortboard | good_wave | competition,alternative | beginner | big_wave | daily_driver | everyday | fish | flow | forgiving_shortboard | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Curated performance classification.,"Overview SYNERGY YTH Model The Synergy YTH from SHARPEYE Surfboards delivers the world's fastest surfboard with Explosive Performance for the youth surfer looking to surf to their highest level. The Synergy YTH features a mid-entry continuous rocker with a full exit rocker, combined with a medium rail that allows for tight, aggressive manoeuvres and explosive and unmatched performance. The bottom contour features a speed-generating deep single concave. Designed with a slightly fuller nose and tail pod, the Synergy YTH is a higher-volume board with a flatter deck. The Synergy YTH offers Explosive Performance in various conditions and sizes but is recommended for the more advanced younger surfer. Ride the Synergy YTH in your standard performance shortboard dimensions. The Synergy YTH will sit nicely in your quiver between an Inferno 72 YTH and HT2 YTH and excel in waves from 2-6ft. Looking for proven Explosive Performance. Choose the Synergy YTH. Model Outline Performance Range. Performance shortboard outline delivering Explosive Performance. Bottom Contours Deep Single Concave. Fin Setup Thruster. Recommended fins: FCS: SharpEye PC Fins or Filipe Toledo Fins Futures: SharpEye Fins or F8 Fins",continuous rocker with a full exit rocker,medium rail,Round,,medium,high,proposed_for_owner_review,False,current primaryFamily=High Performance Shortboard; \bhigh performance shortboard\b; \bperformance shortboard\b; \bhpsb\b,,
Sharp Eye,Zipper,8038,https://www.sharpeyesurfboards.com.au/products/zipper,Groveller,Small Wave Performance,groveller,small_wave_shortboard,Thruster | Five Fin,weak,,Intermediate | Advanced,high,moderate_small_wave,groveller | small_wave | weak_wave,alternative | beginner | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin,Curated small-wave performance classification.,"Overview ZIPPER Model The Zipper from SHARPEYE Surfboards delivers the world's fastest surfboard with Alternate Performance in Everyday Conditions. The Zipper offers a versatile fin configuration, allowing it to be set up as a performance two-plus-one, thruster, or quad. It features a flat entry rocker that smoothly transitions into a flattened exit, complemented by forgiving, catch-resistant boxy rails. A single concave runs between the fins, flowing seamlessly into a flat exit through the tail. The combination of bottom contours, flat rocker, and boxy rails enables the Zipper to make tight directional changes with ease and release while maintaining exceptional speed and drive. The Zipper brings the fun with Alternate Performance, the perfect addition to any summer quiver. Model Outline Alternate Range. Alternate performance outline delivering Alternate Performance in everyday conditions . Bottom Contours Single Concave. Fin Setup 2+1 / Thruster / Quad. Recommended fins: FCS: MR Twin + Stabilizer Fins or SharpEye PC Fins Futures: T1 Twin + 1 Fins or SE Fins",flat entry rocker,boxy rails,Swallow,,medium,high,proposed_for_owner_review,False,current primaryFamily=Groveller; \bgrovell?er\b,,
