manufacturer,model,canonical_id,official_product_url,existing_primary_family,existing_design_subtype,proposed_primary_category,secondary_categories,fin_configuration,wave_power,wave_types,ability_range,paddle_profile,performance_profile,recommendation_lanes,excluded_lanes,source_summary,manufacturer_evidence,rocker_notes,rail_notes,tail_notes,key_trade_offs,source_confidence,classification_confidence,classification_status,changed_from_current,change_reason,review_decision,review_notes
JS Industries,Flame Fish Softboard,7707,https://jsindustries.com/products/flame-fish-softboard,Softboard,Softboard,softboard,,Thruster,weak,,Beginner | Progressing,high,entry_level,softboard | beginner,alternative | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy softboard.,"We want to make it easy for parents to help their children fall in love with surfing on a soft board, then go and sneak a few waves in themselves, even while using the same board. It’s the best of both worlds, and every reason you could ever need a foamie, all in one. To build the best soft boards possible, we’ve kept it simple.",,,,,medium,high,proposed_for_owner_review,False,current primaryFamily=Softboard; \bsoft ?board\b; \bfoamie\b,,
JS Industries,Forget Me Not 3,7688,https://jsindustries.com/products/forget-me-not-3,Step Up,Reef Step Up,step_up,,Thruster,powerful,,Advanced | Expert,moderate,high_powerful_wave,step_up | powerful_wave | hollow_wave,alternative | beginner | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | small_wave | small_wave_shortboard | softboard | traditional_fish | twin_pin | weak_wave,Curated good-wave performance classification.,"The Forget Me Not 3 has been fine tuned for the waves we all dream about. Whether it’s head high with perfect shape, or solid tubes, it’s our most refined model for unlimited performance in all hollow conditions. For over a decade now, the DNA of this board has excelled on countless surf trips and each of the best quality locations on the Championship Tour. From Parko and Julian becoming Pipe Masters and Triple Crown champions, to Dusty winning at Haleiwa, Owen dominating at Cloudbreak (including two perfect 20 point heats along the way), and Jeremy, Ace and Julian all taking top honours at Teahupo’o.",,,,,medium,high,proposed_for_owner_review,False,current primaryFamily=Step Up; \bstep[ -]?up\b,,
JS Industries,Forget Me Not 3 Step Up,7685,https://jsindustries.com/products/forget-me-not-3-step-up,Semi Gun,Travel Step Up,step_up,,Thruster,moderate,,Advanced | Expert,moderate,high_powerful_wave,step_up | powerful_wave | hollow_wave,alternative | beginner | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | small_wave | small_wave_shortboard | softboard | traditional_fish | twin_pin | weak_wave,Curated step-up classification.,"Our Forget Me Not 3 Step Up is designed for those days we dream about. It’s all about harnessing the speed of good quality, bigger waves, and having equipment you can rely on to perform and push the limits.",,,,,medium,high,proposed_for_owner_review,True,\bstep[ -]?up\b; \bsemi[ -]?gun\b,,
JS Industries,Golden Child,7687,https://jsindustries.com/products/golden-child,Performance Daily Driver,Performance Daily Driver,performance_daily_driver,daily_driver | step_up,Thruster | Five Fin,powerful,,Intermediate | Advanced,moderate,high_everyday,performance_daily_driver | daily_driver | performance_shortboard,alternative | beginner | big_wave | competition | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Curated performance daily-driver classification.,"Whenever conditions suited that year the Golden Child came out, the result was always the same. Joel never lost a heat. It eventually went straight up on the wall at our Kirra factory as a trophy representing the pinnacle of fast, intuitive and powerful surfing.",,,"It eventually went straight up on the wall at our Kirra factory as a trophy representing the pinnacle of fast, intuitive and powerful surfing.",,medium,high,proposed_for_owner_review,False,current primaryFamily=Performance Daily Driver; \bperformance daily driver\b,,
JS Industries,Golden Child Easy Rider,7708,https://jsindustries.com/products/golden-child-easy-rider,Hybrid Shortboard,All Round Daily Driver,hybrid_shortboard,daily_driver | step_up,Thruster | Five Fin,powerful,,Progressing | Intermediate | Advanced,moderate_high,moderate,hybrid_shortboard | daily_driver | forgiving_shortboard,alternative | beginner | big_wave | competition | everyday | fish | flow | good_wave | groveller | gun | hollow_wave | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy hybrid.,"Whenever conditions suited that year the Golden Child came out, the result was always the same. Joel never lost a heat. It eventually went straight up on the wall at our Kirra factory as a trophy representing the pinnacle of fast, intuitive and powerful surfing.",,,"It eventually went straight up on the wall at our Kirra factory as a trophy representing the pinnacle of fast, intuitive and powerful surfing.",,low,high,proposed_for_owner_review,False,current primaryFamily=Hybrid Shortboard; \bhybrid shortboard\b,,
JS Industries,Golden Child Youth,7700,https://jsindustries.com/products/golden-child-youth,Alternative Performance,Alternative Performance,performance_twin,step_up,Twin | Quad,powerful,,Intermediate | Advanced | Expert,moderate,high_alternative,performance_twin | alternative | daily_driver,beginner | big_wave | competition | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy youth.,"Whenever conditions suited that year the Golden Child came out, the result was always the same. Joel never lost a heat. It eventually went straight up on the wall at our Kirra factory as a trophy representing the pinnacle of fast, intuitive and powerful surfing.",,,"It eventually went straight up on the wall at our Kirra factory as a trophy representing the pinnacle of fast, intuitive and powerful surfing.",,medium,medium,proposed_for_owner_review,True,\bperformance twin\b; twin fin supporting evidence,,
JS Industries,Monsta,7689,https://jsindustries.com/products/monsta,High Performance Shortboard,Competition HPSB,performance_shortboard,,Thruster,powerful,,Advanced | Expert,low_moderate,very_high,performance_shortboard | good_wave | competition,alternative | beginner | big_wave | daily_driver | everyday | fish | flow | forgiving_shortboard | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Reviewed high-performance shortboard classification.,"The surfboard you want to ride to unlock your best performance surfing in a range of conditions from waist to head high. The Monsta should let you mind surf a 2-4ft beach break, then allow everything you imagined and more. Our R&D showed that to be true 1000 times over.",,,,Less forgiving than a performance daily driver | Needs cleaner technique and enough wave energy,high,high,proposed_for_owner_review,False,current primaryFamily=High Performance Shortboard; \bhigh performance shortboard\b; \bperformance shortboard\b; \bhpsb\b,,
JS Industries,Monsta Easy Rider,7709,https://jsindustries.com/products/monsta-easy-rider,Hybrid Shortboard,All Round Daily Driver,hybrid_shortboard,daily_driver,Thruster | Five Fin,moderate,beach_break,Progressing | Intermediate | Advanced,moderate_high,moderate,hybrid_shortboard | daily_driver | forgiving_shortboard,alternative | beginner | big_wave | competition | everyday | fish | flow | good_wave | groveller | gun | hollow_wave | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy hybrid.,"The surfboard you want to ride to unlock your best performance surfing in a range of conditions from waist to head high. The Monsta should let you mind surf a 2-4ft beach break, then allow everything you imagined and more. Our R&D showed that to be true 1000 times over.",,,,,low,high,proposed_for_owner_review,False,current primaryFamily=Hybrid Shortboard; \bhybrid shortboard\b,,
JS Industries,Monsta Youth,7701,https://jsindustries.com/products/monsta-youth,Alternative Performance,Alternative Performance,performance_twin,,Twin | Quad,moderate,beach_break,Intermediate | Advanced | Expert,moderate,high_alternative,performance_twin | alternative | daily_driver,beginner | big_wave | competition | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy youth.,"The surfboard you want to ride to unlock your best performance surfing in a range of conditions from waist to head high. The Monsta should let you mind surf a 2-4ft beach break, then allow everything you imagined and more. Our R&D showed that to be true 1000 times over.",,,,,medium,medium,proposed_for_owner_review,True,\bperformance twin\b; twin fin supporting evidence,,
JS Industries,Mother Trucker,7683,https://jsindustries.com/products/mother-trucker,Step Up,Reef Step Up,step_up,,Thruster,moderate,,Advanced | Expert,moderate,high_powerful_wave,step_up | powerful_wave | hollow_wave,alternative | beginner | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | small_wave | small_wave_shortboard | softboard | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy step_up.,"Our Mother Trucker gun has been built to take on the biggest and best waves that you can paddle into. Extra paddle power, stability and drive equals extra confidence – and that’s what the Mother Trucker delivers in spades.",,,,,medium,high,proposed_for_owner_review,False,current primaryFamily=Step Up; \bstep[ -]?up\b,,
JS Industries,Raging Bull,7691,https://jsindustries.com/products/raging-bull,Performance Daily Driver,Performance Daily Driver,performance_daily_driver,daily_driver | step_up,Thruster | Five Fin,powerful,,Intermediate | Advanced,moderate,high_everyday,performance_daily_driver | daily_driver | performance_shortboard,alternative | beginner | big_wave | competition | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Curated performance daily-driver classification.,"An incredibly forgiving, versatile travel board that will be your go-to for better days at home and any time you’re lucky enough to be away chasing proper waves. It has all of the elements Occ wanted to make performance surfing easy. User-friendly with the ability to handle heavier conditions and powerful surfers.",,,,,medium,high,proposed_for_owner_review,False,current primaryFamily=Performance Daily Driver; \bperformance daily driver\b,,
JS Industries,Raging Bull Easy Rider,7712,https://jsindustries.com/products/raging-bull-easy-rider-1,Hybrid Shortboard,All Round Daily Driver,hybrid_shortboard,daily_driver | step_up,Thruster | Five Fin,powerful,,Progressing | Intermediate | Advanced,moderate_high,moderate,hybrid_shortboard | daily_driver | forgiving_shortboard,alternative | beginner | big_wave | competition | everyday | fish | flow | good_wave | groveller | gun | hollow_wave | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy hybrid.,"An incredibly forgiving, versatile travel board that will be your go-to for better days at home and any time you’re lucky enough to be away chasing proper waves. It has all of the elements Occ wanted to make performance surfing easy. User-friendly, but with the ability to handle heavier conditions and powerful surfers.",,,,,low,high,proposed_for_owner_review,False,current primaryFamily=Hybrid Shortboard; \bhybrid shortboard\b,,
JS Industries,Schooner,7690,https://jsindustries.com/products/schooner,High Performance Shortboard,Competition HPSB,performance_shortboard,,Thruster,moderate,,Advanced | Expert,low_moderate,very_high,performance_shortboard | good_wave | competition,alternative | beginner | big_wave | daily_driver | everyday | fish | flow | forgiving_shortboard | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy performance_shortboard.,"The Schooner is a high-volume performance board. Why did Mikey want to call it the Schooner? The wide point has been pushed forward, so more of the foam is at the top... Like a beer, and like any good beverage you don’t want it too flat either – this is a performance-oriented sled after all.",,,,,medium,high,proposed_for_owner_review,False,current primaryFamily=High Performance Shortboard; \bhigh performance shortboard\b; \bperformance shortboard\b; \bhpsb\b,,
JS Industries,Step Off,7684,https://jsindustries.com/products/step-off-performer,Step Up,Reef Step Up,step_up,,Thruster,moderate,,Advanced | Expert,moderate,high_powerful_wave,step_up | powerful_wave | hollow_wave,alternative | beginner | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | small_wave | small_wave_shortboard | softboard | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy step_up.,"Whether there’s no one else around and you just want to triple your wave count, or it’s a wave that requires a ski for access, this is the exact board we’ve refined to use for step offs. After constant refining, we’re making it available for custom order.",,,,,medium,high,proposed_for_owner_review,False,current primaryFamily=Step Up; \bstep[ -]?up\b,,
JS Industries,Sub Xero,7698,https://jsindustries.com/products/sub-xero,Groveller,Small Wave Performance,groveller,,Thruster | Five Fin,weak,,Intermediate | Advanced,high,moderate_small_wave,groveller | small_wave | weak_wave,alternative | beginner | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin,Curated small-wave groveller classification.,"This is everything you want in small surf. To create the Sub Xero, we combined the new Xero with our long running summer favourite, the Psycho Nitro. It has the Nitro’s ultra-fast low to flat rocker and full outline, but with the nose pulled in a touch, and a wider, straighter tail.","It has the Nitro’s ultra-fast low to flat rocker and full outline, but with the nose pulled in a touch, and a wider, straighter tail.",,"It has the Nitro’s ultra-fast low to flat rocker and full outline, but with the nose pulled in a touch, and a wider, straighter tail.",,medium,high,proposed_for_owner_review,False,current primaryFamily=Groveller; \bgrovell?er\b,,
JS Industries,Xero Fusion,7693,https://jsindustries.com/products/xero-fusion,Daily Driver,All Round Daily Driver,daily_driver,groveller,Thruster | Five Fin,weak,,Progressing | Intermediate | Advanced,moderate,moderate,daily_driver | everyday,alternative | beginner | big_wave | competition | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Mapped from canonical taxonomy daily_driver.,"The Xero Fusion is a performance oriented, user friendly model for flatter faced waves. Positioned between the Xero Gravity all-rounder and the Sub Xero super groveller, this is our latest small wave weapon to fill an essential role in any surfer’s quiver.",,,,,medium,high,proposed_for_owner_review,False,current primaryFamily=Daily Driver; \bdaily driver\b; \ball[ -]?rounder\b,,
JS Industries,Xero Fusion Easy Rider,7711,https://jsindustries.com/products/xero-fusion-easy-rider,Groveller,Small Wave Performance,groveller,daily_driver,Thruster | Five Fin,weak,,Intermediate | Advanced,high,moderate_small_wave,groveller | small_wave | weak_wave,alternative | beginner | big_wave | competition | daily_driver | everyday | fish | flow | forgiving_shortboard | good_wave | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_daily_driver | performance_fish | performance_mid_length | performance_shortboard | performance_twin | point_break | powerful_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin,Mapped from canonical taxonomy groveller.,"The Xero Fusion is a performance oriented, user friendly model for flatter faced waves. Positioned between the Xero Gravity all-rounder and the Sub Xero super groveller, this is our latest small wave weapon to fill an essential role in any surfer’s quiver.",,,,,medium,high,proposed_for_owner_review,False,current primaryFamily=Groveller; \bgrovell?er\b,,
JS Industries,Xero Gravity,7692,https://jsindustries.com/products/xero-gravity,Performance Daily Driver,Performance Daily Driver,performance_daily_driver,daily_driver,Thruster | Five Fin,moderate,,Intermediate | Advanced,moderate,high_everyday,performance_daily_driver | daily_driver | performance_shortboard,alternative | beginner | big_wave | competition | everyday | fish | flow | forgiving_shortboard | good_wave | groveller | gun | hollow_wave | hybrid_shortboard | longboard | mid_length | paddle_support | performance_fish | performance_mid_length | performance_twin | point_break | powerful_wave | small_wave | small_wave_shortboard | softboard | step_up | traditional_fish | twin_pin | weak_wave,Reviewed performance daily-driver classification.,"Xero Gravity is one of our favourite all-rounders ever, suiting all wave types from 2-6ft.",,,,,high,high,proposed_for_owner_review,False,current primaryFamily=Performance Daily Driver; \bperformance daily driver\b,,
